	baseMean	log2FoldChange	lfcSE	pvalue	padj
SYCE1L	120.04985752876956	2.9294703841052603	0.5438337817506401	4.774290296649527e-09	3.1087182778654404e-07
TDP2	6076.8302279488	-1.9640089062405388	0.35924043269200795	4.858928468545787e-09	3.151470636395869e-07
ZDHHC9	3610.989099797274	1.4127853932951595	0.2543218330397973	4.909403272170115e-09	3.1718183630783107e-07
HES4	358.94002632864385	3.013049908533234	0.5600342308433965	4.9286630633915354e-09	3.1719194381609714e-07
FAM107A	490.4026430898965	-3.13190065893636	0.5838275371203409	5.31217972259184e-09	3.405537919456175e-07
RP11-309L24.4	92.01745299406495	2.2762040361242706	0.42069612758283637	5.645102191914653e-09	3.6050491074827267e-07
HDHD2	586.743873892553	-1.3736931754335406	0.24761742469432568	5.723526729579698e-09	3.6411278857448776e-07
NEU1	4328.59231485808	1.6558779278256957	0.29932302188071663	5.750608065548763e-09	3.6443929893271625e-07
SPHK1	642.1979229900924	3.047261911167424	0.5695725894004334	5.783281982817372e-09	3.6511640320418116e-07
MTUS1	2453.915709219191	-1.5517581856399847	0.2829245293257174	6.409312322591856e-09	4.031069007739211e-07
TIMP1	9571.450521321574	2.594353760018582	0.48360486414050297	6.4341081352247995e-09	4.031393640651795e-07
NKD1	3207.964850541726	5.03162925877364	0.9560847395227625	6.5220145791224255e-09	4.0711101530732613e-07
BMX	115.45494723387063	-2.8292121557022174	0.5269513281779232	6.616069416435723e-09	4.1143526812920876e-07
ADAMTS2	814.1323817915425	2.2075307474158867	0.409155920454746	6.6531649975522805e-09	4.1219832693790324e-07
RP11-290F5.1	83.28833208697675	-2.4241962580466283	0.4520497847477772	7.027550413375937e-09	4.3377489614756153e-07
SLC17A4	689.2648162001763	-4.419903868438095	0.8377677703475699	7.1516936100504075e-09	4.3817978118552385e-07
CTD-2192J16.22	153.94904019041147	4.500587357875485	0.8562787137396044	7.127901754853691e-09	4.3817978118552385e-07
ANKRD13B	508.74074765128836	3.0097812000317434	0.5669748600116494	7.198459299830879e-09	4.394235963764409e-07
RHOD	430.50315809532805	2.0142660883305634	0.37463170503996496	7.580549913973874e-09	4.610529332293853e-07
MYC	5653.2150608033935	1.9058709049633429	0.35285677514230185	7.720235832712612e-09	4.678350210451103e-07
SMKR1	37.68625945993479	4.037230187090502	0.766261691613744	7.988511417508993e-09	4.823317948229793e-07
SCIN	1437.143564415461	-2.9577715514126313	0.5602963386353081	8.02078980136082e-09	4.825260647166488e-07
RTN4RL2	46.763538335611756	3.107024206818485	0.5901714496097077	8.1846766095974e-09	4.906078354720406e-07
PODNL1	212.42891650358715	2.3169704581125607	0.43461194439374545	8.473950331634071e-09	5.061204003829213e-07
B3GALT1	236.13993210362844	-4.112792461835451	0.7925435940648657	9.169264803232694e-09	5.456862824117406e-07
LGR5	1045.458651016391	2.6144221582779523	0.494230869301443	9.409666026640596e-09	5.579931953797873e-07
ATHL1	10799.030557779764	5.453336831434818	1.0522174635440227	9.504487195180005e-09	5.616103394618107e-07
COL1A1	47293.66765044295	2.8777849300669454	0.544239070686213	9.882868192214028e-09	5.798414963375326e-07
PRSS22	683.1723434250251	3.6200704811162465	0.6929295022380928	9.882080713025748e-09	5.798414963375326e-07
LGR4	3143.764694631658	-1.908438171862962	0.3569670803685215	9.970019426367635e-09	5.828950794204515e-07
OXTR	34.50232708465155	2.36282965207305	0.4485759951359528	1.066222395441863e-08	6.211774264532173e-07
PDCD4	6340.373334956158	-1.7316391647028955	0.3242628578054203	1.1221944196560507e-08	6.515005644744428e-07
ACAN	92.08153721882705	3.195319859736044	0.6135801359192755	1.1817751799346635e-08	6.837001772695175e-07
TRIM40	492.50298806318506	-4.440538733261172	0.867802141200841	1.2255716645382036e-08	7.065761082636227e-07
GLS2	39.58033973347746	3.262091753864556	0.624566095239983	1.238728472891206e-08	7.116902271240686e-07
SCP2	5044.960893447474	-1.5115609050562375	0.2814735441355026	1.2604990395387123e-08	7.217008983620959e-07
SH3TC2	309.0819753099515	3.7420985205541237	0.7276157006191439	1.3041835706492722e-08	7.441465294522514e-07
C11orf84	836.3568302656398	1.7744270080379319	0.3331432037369739	1.3487123521264435e-08	7.669184895447762e-07
RP11-150O12.6	101.71595869997864	4.3211605076991475	0.8406602986886447	1.372736322832581e-08	7.769758754641096e-07
TPT1P9	95.31030271051128	3.307760964506538	0.6404189459961002	1.3757582955098061e-08	7.769758754641096e-07
TRAK2	2148.3318717927477	-1.265864099828656	0.23423807169752117	1.3953237104381126e-08	7.853544029869296e-07
ASB9	224.24339844889204	2.1595751625790474	0.41126864781259437	1.4092841747406394e-08	7.899890887695326e-07
PERM1	23.099779735236265	2.880430777935496	0.5517301887153627	1.4130737133495013e-08	7.899890887695326e-07
FTLP3	232.00869487142793	2.9690705438653873	0.5736862108481037	1.4671431734583844e-08	8.174646057752689e-07
BCAP31	14470.56972371792	1.5299875222644985	0.28283465073601954	1.4754139417554524e-08	8.193235146791816e-07
SHB	540.4744776883279	1.3160632529842289	0.24416747636811428	1.485722349084425e-08	8.222977961399263e-07
RHCG	86.9985086879309	3.860263073653815	0.7525704973720722	1.5082294865611374e-08	8.319814749123297e-07
BCAS1	3760.81689168985	-2.8043743694830905	0.5427293496034004	1.575570427104375e-08	8.662507076702332e-07
SCN9A	330.19719636758634	-3.1135068704924724	0.6026783556407133	1.5819541594171644e-08	8.668899954773135e-07
MS4A12	8634.849060595738	-6.565115384459095	1.3087946925533864	1.6355620180993655e-08	8.933181496224298e-07
ELFN1	101.45334350626261	3.143766729942438	0.6113602459521708	1.6509829596984456e-08	8.987842971420652e-07
EEPD1	1284.8937082311497	2.1386553535973603	0.40990566946693735	1.737446853205297e-08	9.427636454451226e-07
CNTN4	193.7621811296447	-2.074075351644215	0.39683629906888507	1.7884204583567146e-08	9.672616707021138e-07
PDCD2L	313.33514582901626	1.861197356033726	0.3541435621018113	1.8003019032009344e-08	9.705263896346856e-07
DDX56	2401.1154418434703	1.03118686493502	0.18998104993771578	1.8546443704361353e-08	9.965862500557149e-07
ZC3HAV1L	158.94862073644285	2.0563937805392762	0.39498039511502014	1.872743153843269e-08	1.0030653976262465e-06
GPR4	114.57940696898596	1.3652016386010308	0.25680220577024354	1.9978204631696275e-08	1.0666177160922345e-06
C1orf233	241.82860242081009	1.6721839638723717	0.3174370702038262	2.040363559748739e-08	1.085839632886797e-06
ULBP1	17.514051275787633	3.679923730717504	0.7208267879022321	2.0650969957967434e-08	1.0954910708693012e-06
RP11-927P21.4	25.28483573494629	3.0698160548318985	0.5979433493672471	2.1783011903651135e-08	1.1482067607880109e-06
SLC6A20	571.3689929072248	3.5880735042449254	0.7077204854589214	2.1717393787331132e-08	1.1482067607880109e-06
SPNS3	85.70592793767685	1.865153933823197	0.3574921318035045	2.1856661095591734e-08	1.1484430406050796e-06
SNAI1	207.86018547827678	2.0242913728058323	0.3913294074297814	2.3749459631089313e-08	1.2439622325381921e-06
RAB27A	1572.423447679914	-1.9017616689343375	0.36705701434647114	2.4124321210448444e-08	1.2596233628247986e-06
OTUB2	167.09917346723336	1.9234476212239793	0.3708981932481336	2.4706339323511527e-08	1.2859688342557536e-06
RP5-1120P11.1	50.36670904561985	4.260044383616163	0.8514451072899712	2.6602839794278102e-08	1.380354849825605e-06
FAM222A-AS1	20.368661439267896	3.791421379801842	0.7473930309541982	2.9590078858639864e-08	1.5305721787191785e-06
CCNYL1	1208.3259747995442	-2.0883485598774314	0.40893305269829877	2.9760644250779622e-08	1.5346140904967232e-06
RP11-480I12.5	490.70535416400725	3.230402114550454	0.6422760266716321	2.986720876864014e-08	1.5353409733575879e-06
KIT	594.5724218911457	-2.51674182685269	0.496319492294114	3.001139293689869e-08	1.5379912602600798e-06
SHMT2	5530.805753419383	1.731891304761015	0.3345788036271669	3.024212502966096e-08	1.5450469045922786e-06
SPP1	7783.080544189093	4.552124039711409	0.914342882240418	3.111487185740557e-08	1.58475868809927e-06
XXbac-B476C20.9	130.55183648060958	-2.446684367145294	0.4803652354021002	3.2175646900676804e-08	1.6337750493542435e-06
PTGDR	197.15222233408156	-3.4209193797062367	0.6894881230350369	3.257582930184923e-08	1.6467004768309803e-06
CCDC113	238.2314807186216	1.891392681402019	0.3691259793590124	3.262855076351436e-08	1.6467004768309803e-06
RP11-23P13.6	86.28891205036307	5.158404223682304	1.038083890732251	3.289515728773011e-08	1.655124823046881e-06
ADAM12	295.8653615931495	3.3571754682221013	0.6703074879848616	3.3096984302256775e-08	1.6602487231258956e-06
ENTPD5	5089.420723555539	-2.626994693443933	0.5222946899021382	3.327046034423514e-08	1.6639238661315671e-06
ITGA11	607.3691819756999	2.1133795835018	0.4150344772047185	3.384566915308569e-08	1.6876080799334376e-06
RP11-492E3.2	72.85997513148943	3.327016408020071	0.6667354590802881	3.4121154638524896e-08	1.6962504539463096e-06
CDKN2B	2107.165588927622	-2.6156890132747286	0.5195615672701112	3.456131783101613e-08	1.713003347063259e-06
AC007128.1	15.917682593471886	4.476813004461485	0.8753407201845321	3.575993112934915e-08	1.7671365966420037e-06
TMEM37	1754.1451511042605	-2.593999015283372	0.5169516619821621	3.7304795184279654e-08	1.8380083656966748e-06
NR0B2	114.2155468121957	3.282695122731392	0.6574830308123691	3.7464164799225e-08	1.8403993855808636e-06
CTD-3035D6.1	200.10870356385138	4.5175645272135	0.9170753077363529	3.811245177407897e-08	1.8667231541498738e-06
RP11-82L18.2	25.691395254173365	3.5039427644199628	0.7132420581958578	4.102874338836647e-08	2.003650750648344e-06
LPAR1	855.2126504622897	-1.9200364305606887	0.37966593404388516	4.327335231506086e-08	2.1070696241620836e-06
ZSWIM4	615.5290361676921	2.0330503856428277	0.40225982349197703	4.467718991092975e-08	2.1690645066698175e-06
TMEM160	483.96508803634765	2.59170356135397	0.5190808872519336	4.5361545846320245e-08	2.1894857768380853e-06
CHPF	5361.173547332447	2.5901176948403015	0.5172145286645595	4.527754120339134e-08	2.1894857768380853e-06
C16orf13	1938.5671743594598	1.766217970052638	0.3470813173191444	4.5907385838693215e-08	2.2094093752627888e-06
WDR7	584.9712700030664	-1.5071010747011637	0.2939981338507721	4.70813724192212e-08	2.252850454319161e-06
RP13-890H12.2	18.081314326619566	2.636229210662655	0.5233346058770036	4.6978734741818506e-08	2.252850454319161e-06
HOXB6	1685.719450034045	2.3009393384015495	0.45944454341884744	4.775928614709831e-08	2.2787218022598286e-06
MT2A	6082.022152715167	-2.910481037636511	0.588918124515472	4.969405996170764e-08	2.3642411793816435e-06
CBX4	1077.241174957279	1.8811292210960617	0.3732757678298922	5.4159023028038e-08	2.5693040524501226e-06
NELFCD	3953.877358377091	1.5561665184226923	0.3032245200277665	5.462824568548429e-08	2.5841806021703166e-06
AGL	938.1601630309	-1.6962644684641712	0.3350682997785009	5.4808895650112055e-08	2.585360520950172e-06
PXMP2	781.9732018676784	-1.717191348766272	0.3403617066941017	5.606973507223024e-08	2.6373424394881333e-06
CTD-2540F13.2	96.02102306421122	4.625835505930761	0.9540511619672317	5.625266328739136e-08	2.6384723763385485e-06
FAM173A	981.6172048177265	2.483692623181206	0.5015305422770417	5.8252872111832315e-08	2.7245934888587714e-06
GNAQ	2595.837992506035	-1.525943174625889	0.3007343962862025	5.9077626293471235e-08	2.7554070420696526e-06
FOXS1	51.61737706395646	2.3412902459772504	0.4743419819845308	5.973252951230778e-08	2.7761507875639567e-06
HES6	2068.0722625700178	2.4801861643245653	0.5012738024226387	6.001664542312387e-08	2.7761507875639567e-06
TNFSF10	4801.2863816376885	-2.4626665623565116	0.49851957063823477	6.002397812186584e-08	2.7761507875639567e-06
TEAD4	703.5951286689567	2.1694512462005338	0.4358652110211269	6.146492888947596e-08	2.8348991091134967e-06
KIAA1549	588.7916889524482	2.3563369485769723	0.4757474384212925	6.26951738689988e-08	2.88363065629046e-06
RP5-1148A21.3	56.626169687390586	-2.6356693384894423	0.5289276002643807	6.398404058344685e-08	2.934781795158982e-06
CRNDE	41.77354865332223	3.903588092353956	0.8043604119814597	6.421577871356631e-08	2.9372969414877547e-06
RDH16	38.641471030674154	3.913207834438923	0.8052617370639754	6.444798466578432e-08	2.9398196082161617e-06
RP11-353N14.5	55.50359548208491	3.4323483812404443	0.7040460005369583	6.779534222980735e-08	3.0840379791334825e-06
SLC35D3	291.37626372017974	5.017600177727549	1.0498754975646398	6.983270301338633e-08	3.168038800093625e-06
SERPINH1	8585.419939576012	2.1191568979419695	0.4283619651810017	7.243586751456052e-08	3.2771802294598443e-06
PSPH	603.083561109678	1.357751181394001	0.26714784745791614	7.360750260262917e-08	3.3211385141686273e-06
RP11-69L16.5	115.8147353754481	3.9010485037496325	0.8115438977032549	7.566268959528592e-08	3.404615983848584e-06
C19orf60	1491.9170068196693	2.0435986850313115	0.41285961023952505	7.942422444210137e-08	3.5642157368558137e-06
LYVE1	1352.364788563668	-3.8839443523374975	0.8106998077580889	8.022061526578334e-08	3.590250932272417e-06
SERPINF2	202.28546246254666	2.037337513678526	0.4124272954044103	8.116868017382023e-08	3.6229160365755676e-06
SPATA12	30.165384748493032	3.867503568311605	0.8008634273206224	8.17905522923268e-08	3.6408856039190194e-06
CA4	5462.378820038553	-4.856135978090502	1.024456480910378	8.289374359343807e-08	3.680127589907609e-06
PABPC3	91.88286740447496	3.44696162878156	0.7178374999503163	8.314355543280364e-08	3.6813749184167244e-06
CPNE1	8594.905104541445	2.469108259220967	0.5059156747125565	8.571518635000865e-08	3.785146154668999e-06
LOXL2	1408.026834266256	1.8128887954488964	0.36631564810521017	8.871884714971346e-08	3.907394530699847e-06
ABI3BP	866.3970046166063	-2.8015235526511084	0.580623724103234	9.079126756446373e-08	3.977567827547113e-06
JSRP1	173.88093525908351	3.011318154376147	0.6243661318293514	9.056864442622703e-08	3.977567827547113e-06
MICALCL	189.20500495348344	-2.448497660499917	0.5044737392271456	9.373007148738473e-08	4.084761435633953e-06
METTL7A	3989.7651580095403	-2.2051867164540995	0.4534423897868099	9.349133600160114e-08	4.084761435633953e-06
CIPC	1326.377474221735	-1.3201908474486204	0.2620971742986035	9.543549008993875e-08	4.1478595686130795e-06
AC021218.2	564.0430867497961	2.8298803632713345	0.5860597079212522	9.59273713772237e-08	4.1478595686130795e-06
NTMT1	993.6060284632083	1.5910883850980084	0.3187785551509466	9.568393036080812e-08	4.1478595686130795e-06
SP5	205.22264399928903	2.818810252206326	0.5851958782699958	9.664302657580596e-08	4.167950164323849e-06
CDKL1	118.72335619075248	-1.8547771166979274	0.3787452836305599	9.861273002071763e-08	4.241880231253874e-06
HS6ST2	436.9230670630009	3.559207581358602	0.7458065305602621	9.965469985173514e-08	4.275624383302869e-06
ATP8B1	9942.131746409663	-1.969062277280349	0.4022405743814722	1.0028354825646719e-07	4.2915155547690235e-06
LRRC8E	31.144194906518198	2.876586255014336	0.5954247234099701	1.0254836045739023e-07	4.377154182607989e-06
ITGA8	252.30701048377054	-1.8544173273191544	0.3789840746827895	1.0581423093689116e-07	4.504973052502925e-06
MACC1	1052.0925117791708	2.3104658525039543	0.4760335745263499	1.0942614262325864e-07	4.646832921014287e-06
PANK3	2814.2223421432714	-1.7492512779204374	0.3558331117577464	1.099412351805103e-07	4.656796604431615e-06
RIPK2	672.6630163964363	1.533853630952978	0.30965343739853596	1.1689002709158556e-07	4.9385292870958946e-06
ERVMER34-1	67.7094597621923	2.8969878055111584	0.607055813102539	1.1779046741619002e-07	4.963941423803095e-06
C4orf19	1104.6447763704907	-1.7964858998129698	0.36770783920910155	1.208235324507667e-07	5.078870715981089e-06
GRIN3A	120.9206623130822	-3.7472876764811507	0.7905129544047436	1.217794697497096e-07	5.106127059909541e-06
AGPAT9	651.4196694520571	-2.482212006154234	0.5176892966775842	1.224259838393476e-07	5.120304875739365e-06
AC058791.1	65.69508711534706	2.272130721960778	0.47056859667471246	1.229951973799625e-07	5.124179688696226e-06
MT-TY	418.4651037387689	4.727667916477601	1.0099867582925255	1.2313585255298688e-07	5.124179688696226e-06
SPIB	1089.1292102028815	-4.371906354990871	0.9346320252832855	1.3137280228685167e-07	5.453285022927212e-06
CAPN12	502.8952801649538	3.6935987236186913	0.7848432353779837	1.3363073887187345e-07	5.5331790230139325e-06
RNF152	652.3307351034168	-2.8293922069853625	0.5974568003950027	1.3513874025648958e-07	5.581700605021774e-06
TNFSF15	461.43402692607185	2.241700440834305	0.46619600298934627	1.3860366753542358e-07	5.710608674337898e-06
RNF113A	737.4540872419465	1.3813541786784902	0.27977302654465874	1.392787274634258e-07	5.724217799016638e-06
SERPINE1	1005.0415767180793	3.2515569662546926	0.6894699067576971	1.4468256794801332e-07	5.931628044960032e-06
SEPP1	10614.3961034086	-3.279907627685225	0.6985402800253345	1.4794638359478937e-07	6.050496929083455e-06
KRT8P36	1090.0372346875831	6.278243371855235	1.3671140022783628	1.4906841587794496e-07	6.0814053494776365e-06
RPL3P7	157.4042187869534	4.196233981979299	0.9026765916734867	1.5496588240126567e-07	6.306503704388762e-06
ETFDH	1225.5934945695826	-1.8993899266404737	0.39406336322044205	1.5572613089119557e-07	6.306528481261979e-06
SDCCAG3	1368.2940355531514	1.301298934807681	0.26291301237671444	1.556132118859205e-07	6.306528481261979e-06
NPC1L1	133.87535736552084	4.501219710459196	0.9718018503706667	1.5821821244480087e-07	6.345543959984236e-06
LBX2	25.984167547558943	2.315910987737854	0.48467218000624623	1.5809355048598001e-07	6.345543959984236e-06
JAG2	1987.443715817178	3.372478165092303	0.7188376092349515	1.5752553357442405e-07	6.345543959984236e-06
UGDH	4194.038832921829	-2.072704350254353	0.43393442852199116	1.581729128539715e-07	6.345543959984236e-06
EDNRB	460.7470952322799	-1.8289347774671771	0.3785745375744066	1.5904351316387008e-07	6.363273476079274e-06
SLMO1	99.35402605266998	2.3936651950467653	0.5038902248790585	1.6213650163893972e-07	6.471429022146527e-06
SYNJ2BP	1453.8585167306323	-1.3884784388392153	0.28255525598251124	1.627469922451215e-07	6.480218367477212e-06
